postcode,sub_district_TH,sub_district_EN,sub_district_id,district_TH,district_EN,district_id,province_TH,province_EN,province_id,id
46220,ลำหนองแสน,Lam Nong Saen,461208,หนองกุงศรี,Nong Kung Si,4612,กาฬสินธุ์,Kalasin,46,3799
46220,หนองหิน,Nong Hin,461209,หนองกุงศรี,Nong Kung Si,4612,กาฬสินธุ์,Kalasin,46,3800
46150,สมเด็จ,Somdet,461301,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3801
46150,หนองแวง,Nong Waeng,461302,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3802
46150,แซงบาดาล,Saeng Badan,461303,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3803
46150,มหาไชย,Mahachai,461304,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3804
46150,หมูม่น,Mu Mon,461305,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3805
46150,ผาเสวย,Pha Sawoei,461306,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3806
46150,ศรีสมเด็จ,Si Somdet,461307,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3807
46150,ลำห้วยหลัว,Lam Huai Lua,461308,สมเด็จ,Somdet,4613,กาฬสินธุ์,Kalasin,46,3808
46240,คำบง,Kham Bong,461401,ห้วยผึ้ง,Huai Phueng,4614,กาฬสินธุ์,Kalasin,46,3809
46240,ไค้นุ่น,Khai Nun,461402,ห้วยผึ้ง,Huai Phueng,4614,กาฬสินธุ์,Kalasin,46,3810
46240,นิคมห้วยผึ้ง,Nikhom Huai Phueng,461403,ห้วยผึ้ง,Huai Phueng,4614,กาฬสินธุ์,Kalasin,46,3811
46240,หนองอีบุตร,Nong I But,461404,ห้วยผึ้ง,Huai Phueng,4614,กาฬสินธุ์,Kalasin,46,3812
46180,สำราญ,Samran,461501,สามชัย,Sam Chai,4615,กาฬสินธุ์,Kalasin,46,3813
46180,สำราญใต้,Samran Tai,461502,สามชัย,Sam Chai,4615,กาฬสินธุ์,Kalasin,46,3814
46180,คำสร้างเที่ยง,Kham Sang Thiang,461503,สามชัย,Sam Chai,4615,กาฬสินธุ์,Kalasin,46,3815
46180,หนองช้าง,Nong Chang,461504,สามชัย,Sam Chai,4615,กาฬสินธุ์,Kalasin,46,3816
46160,นาคู,Na Khu,461601,นาคู,Na Khu,4616,กาฬสินธุ์,Kalasin,46,3817
46160,สายนาวัง,Sai Na Wang,461602,นาคู,Na Khu,4616,กาฬสินธุ์,Kalasin,46,3818
46160,โนนนาจาง,Non Na Chan,461603,นาคู,Na Khu,4616,กาฬสินธุ์,Kalasin,46,3819
46160,บ่อแก้ว,Bo Kaeo,461604,นาคู,Na Khu,4616,กาฬสินธุ์,Kalasin,46,3820
46160,ภูแล่นช้าง,Phu Laen Chang,461605,นาคู,Na Khu,4616,กาฬสินธุ์,Kalasin,46,3821
46000,ดอนจาน,Don Chan,461701,ดอนจาน,Don Chan,4617,กาฬสินธุ์,Kalasin,46,3822
46000,สะอาดไชยศรี,Sa-At Chai Si,461702,ดอนจาน,Don Chan,4617,กาฬสินธุ์,Kalasin,46,3823
46000,พยุง,Dong Phayung,461703,ดอนจาน,Don Chan,4617,กาฬสินธุ์,Kalasin,46,3824
46000,ม่วงนา,Muang Na,461704,ดอนจาน,Don Chan,4617,กาฬสินธุ์,Kalasin,46,3825
46000,นาจำปา,Na Champa,461705,ดอนจาน,Don Chan,4617,กาฬสินธุ์,Kalasin,46,3826
46130,ฆ้องชัยพัฒนา,Khong Chai Phatthana,461801,ฆ้องชัย,Khong Chai,4618,กาฬสินธุ์,Kalasin,46,3827
46130,เหล่ากลาง,Lao Klang,461802,ฆ้องชัย,Khong Chai,4618,กาฬสินธุ์,Kalasin,46,3828
46130,โนนศิลา,Khok Sa-At,461803,ฆ้องชัย,Khong Chai,4618,กาฬสินธุ์,Kalasin,46,3829
46130,ลำชี,Non Sila Loeng,461804,ฆ้องชัย,Khong Chai,4618,กาฬสินธุ์,Kalasin,46,3830
46130,โคกสะอาด,Lam Chi,461805,ฆ้องชัย,Khong Chai,4618,กาฬสินธุ์,Kalasin,46,3831
47000,ธาตุเชิงชุม,That Choengchum,470101,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3832
47220,ขมิ้น,Khamin,470102,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3833
47000,งิ้วด่อน,Ngio Don,470103,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3834
47000,โนนหอม,Non Hom,470104,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3835
47000,เชียงเครือ,Chiang Khruea,470106,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3836
47000,ท่าแร่,Tha Rae,470107,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3837
47000,ม่วงลาย,Muang Lai,470109,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3838
47000,ดงชน,Dong Chon,470111,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3839
47000,ห้วยยาง,Huai Yang,470112,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3840
47000,พังขว้าง,Phang Khwang,470113,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3841
47000,ดงมะไฟ,Dong Mafai,470115,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3842
47000,ธาตุนาเวง,That Naweng,470116,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3843
47000,เหล่าปอแดง,Lao Po Daeng,470117,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3844
47220,หนองลาด,Nong Lat,470118,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3845
47000,ฮางโฮง,Hang Hong,470120,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3846
47000,โคกก่อง,Khok Kong,470121,เมืองสกลนคร,Mueang Sakon Nakhon,4701,สกลนคร,Sakon Nakhon,47,3847
47210,กุสุมาลย์,Kusuman,470201,กุสุมาลย์,Kusuman,4702,สกลนคร,Sakon Nakhon,47,3848
47210,นาโพธิ์,Na Pho,470202,กุสุมาลย์,Kusuman,4702,สกลนคร,Sakon Nakhon,47,3849
47230,นาเพียง,Na Phiang,470203,กุสุมาลย์,Kusuman,4702,สกลนคร,Sakon Nakhon,47,3850
47210,โพธิไพศาล,Pho Phisan,470204,กุสุมาลย์,Kusuman,4702,สกลนคร,Sakon Nakhon,47,3851
47230,อุ่มจาน,Um Chan,470205,กุสุมาลย์,Kusuman,4702,สกลนคร,Sakon Nakhon,47,3852
47180,กุดบาก,Kut Bak,470301,กุดบาก,Kut Bak,4703,สกลนคร,Sakon Nakhon,47,3853
47180,นาม่อง,Na Mong,470303,กุดบาก,Kut Bak,4703,สกลนคร,Sakon Nakhon,47,3854
47180,กุดไห,Kut Hai,470305,กุดบาก,Kut Bak,4703,สกลนคร,Sakon Nakhon,47,3855
47130,พรรณา,Phanna,470401,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3856
47130,วังยาง,Wang Yang,470402,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3857
47220,พอกน้อย,Phok Noi,470403,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3858
47220,นาหัวบ่อ,Na Hua Bo,470404,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3859
47130,ไร่,Rai,470405,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3860
47130,ช้างมิ่ง,Chang Ming,470406,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3861
47130,นาใน,Na Nai,470407,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3862
47130,สว่าง,Sawang,470408,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3863
47130,บะฮี,Bahi,470409,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3864
47130,เชิงชุม,Choeng Chum,470410,พรรณานิคม,Phanna Nikhom,4704,สกลนคร,Sakon Nakhon,47,3865
47160,พังโคน,Phang Khon,470501,พังโคน,Phanh khon,4705,สกลนคร,Sakon Nakhon,47,3866
47160,ม่วงไข่,Muang Khai,470502,พังโคน,Phanh khon,4705,สกลนคร,Sakon Nakhon,47,3867
47160,แร่,Rae,470503,พังโคน,Phanh khon,4705,สกลนคร,Sakon Nakhon,47,3868
47160,ไฮหย่อง,Hai Yong,470504,พังโคน,Phanh khon,4705,สกลนคร,Sakon Nakhon,47,3869
47160,ต้นผึ้ง,Ton Phueng,470505,พังโคน,Phanh khon,4705,สกลนคร,Sakon Nakhon,47,3870
47150,วาริชภูมิ,Waritchaphum,470601,วาริชภูมิ,Waritchaphum,4706,สกลนคร,Sakon Nakhon,47,3871
47150,ปลาโหล,Pla Lo,470602,วาริชภูมิ,Waritchaphum,4706,สกลนคร,Sakon Nakhon,47,3872
47150,หนองลาด,Nong Lat,470603,วาริชภูมิ,Waritchaphum,4706,สกลนคร,Sakon Nakhon,47,3873
47150,คำบ่อ,Kham Bo,470604,วาริชภูมิ,Waritchaphum,4706,สกลนคร,Sakon Nakhon,47,3874
47150,ค้อเขียว,Kho Khiao,470605,วาริชภูมิ,Waritchaphum,4706,สกลนคร,Sakon Nakhon,47,3875
47270,นิคมน้ำอูน,Nikhom Nam Un,470701,นิคมน้ำอูน,Nikhom Nam un,4707,สกลนคร,Sakon Nakhon,47,3876
47270,หนองปลิง,Nong Pling,470702,นิคมน้ำอูน,Nikhom Nam un,4707,สกลนคร,Sakon Nakhon,47,3877
47270,หนองบัว,Nong Bua,470703,นิคมน้ำอูน,Nikhom Nam un,4707,สกลนคร,Sakon Nakhon,47,3878
47270,สุวรรณคาม,Suwanakham,470704,นิคมน้ำอูน,Nikhom Nam un,4707,สกลนคร,Sakon Nakhon,47,3879
47120,วานรนิวาส,Wanon Niwat,470801,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3880
47120,เดื่อศรีคันไชย,Duea Si Khan Chai,470802,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3881
47120,ขัวก่าย,Khua Kai,470803,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3882
47120,หนองสนม,Nong Sanom,470804,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3883
47120,คูสะคาม,Khu Sakham,470805,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3884
47120,ธาตุ,That,470806,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3885
47120,หนองแวง,Nong Waeng,470807,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3886
47120,ศรีวิชัย,Si Wichai,470808,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3887
47120,นาซอ,Na So,470809,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3888
47120,อินทร์แปลง,In Plaeng,470810,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3889
47120,นาคำ,Na Kham,470811,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3890
47120,คอนสวรรค์,Khon Sawan,470812,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3891
47120,กุดเรือคำ,Kut Ruea Kham,470813,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3892
47120,หนองแวงใต้,Nong Waeng Tai,470814,วานรนิวาส,Wanon Niwat,4708,สกลนคร,Sakon Nakhon,47,3893
47250,คำตากล้า,Kham Ta Kla,470901,คำตากล้า,Kham Ta Kla,4709,สกลนคร,Sakon Nakhon,47,3894
47250,หนองบัวสิม,Nong Bua Sim,470902,คำตากล้า,Kham Ta Kla,4709,สกลนคร,Sakon Nakhon,47,3895
47250,นาแต้,Na Tae,470903,คำตากล้า,Kham Ta Kla,4709,สกลนคร,Sakon Nakhon,47,3896
47250,แพด,Phaet,470904,คำตากล้า,Kham Ta Kla,4709,สกลนคร,Sakon Nakhon,47,3897
47140,ม่วง,Muang,471001,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3898
47140,มาย,Mai,471002,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3899
47140,ดงหม้อทอง,Dong Mo Thong,471003,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3900
47140,ดงเหนือ,Dong Nuea,471004,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3901
47140,ดงหม้อทองใต้,Dong Mo Thong Tai,471005,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3902
47140,ห้วยหลัว,Huai Lua,471006,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3903
47140,โนนสะอาด,Non Sa-At,471007,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3904
47140,หนองกวั่ง,Nong Kwang,471008,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3905
47140,บ่อแก้ว,Bo Kaeo,471009,บ้านม่วง,Ban Muang,4710,สกลนคร,Sakon Nakhon,47,3906
47170,อากาศ,Akat,471101,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3907
47170,โพนแพง,Phon Phaeng,471102,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3908
47170,วาใหญ่,Wa Yai,471103,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3909
47170,โพนงาม,Phon Ngam,471104,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3910
47170,ท่าก้อน,Tha Kon,471105,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3911
47170,นาฮี,Na Hi,471106,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3912
47170,บะหว้า,Bawa,471107,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3913
47170,สามัคคีพัฒนา,Samakkhi Phatthana,471108,อากาศอำนวย,Akat Amnuai,4711,สกลนคร,Sakon Nakhon,47,3914
47110,สว่างแดนดิน,Sawang Daen Din,471201,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3915
47110,คำสะอาด,Kham Sa-At,471203,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3916
47110,บ้านต้าย,Ban Tai,471204,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3917
47110,บงเหนือ,Bong Nuea,471206,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3918
47110,โพนสูง,Phon Sung,471207,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3919
47110,โคกสี,Khok Si,471208,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3920
47110,หนองหลวง,Nong Luang,471210,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3921
47110,บงใต้,Bong Tai,471211,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3922
47110,ค้อใต้,Kho Tai,471212,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3923
47240,พันนา,Phan Na,471213,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3924
47240,แวง,Waeng,471214,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3925
47110,ทรายมูล,Sai Mun,471215,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3926
47240,ตาลโกน,Tan Kon,471216,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3927
47240,ตาลเนิ้ง,Tan Noeng,471217,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3928
47240,ธาตุทอง,That Thong,471220,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3929
47110,บ้านถ่อน,Ban Thon,471221,สว่างแดนดิน,Sawang Daen Din,4712,สกลนคร,Sakon Nakhon,47,3930
47190,ส่องดาว,Song Dao,471301,ส่องดาว,Song Dao,4713,สกลนคร,Sakon Nakhon,47,3931
47190,ท่าศิลา,Tha Sila,471302,ส่องดาว,Song Dao,4713,สกลนคร,Sakon Nakhon,47,3932
47190,วัฒนา,Watthana,471303,ส่องดาว,Song Dao,4713,สกลนคร,Sakon Nakhon,47,3933
47190,ปทุมวาปี,Pathum Wapi,471304,ส่องดาว,Song Dao,4713,สกลนคร,Sakon Nakhon,47,3934
47260,เต่างอย,Tao Ngoi,471401,เต่างอย,Tao Ngoi,4714,สกลนคร,Sakon Nakhon,47,3935
47260,บึงทวาย,Bueng Thawai,471402,เต่างอย,Tao Ngoi,4714,สกลนคร,Sakon Nakhon,47,3936
47260,นาตาล,Na Tan,471403,เต่างอย,Tao Ngoi,4714,สกลนคร,Sakon Nakhon,47,3937
47260,จันทร์เพ็ญ,Chan Phen,471404,เต่างอย,Tao Ngoi,4714,สกลนคร,Sakon Nakhon,47,3938
47280,ตองโขบ,Tong Khop,471501,โคกศรีสุพรรณ,Khok Si Suphan,4715,สกลนคร,Sakon Nakhon,47,3939
47280,เหล่าโพนค้อ,Lao Phon Kho,471502,โคกศรีสุพรรณ,Khok Si Suphan,4715,สกลนคร,Sakon Nakhon,47,3940
47280,ด่านม่วงคำ,Dan Muang Kham,471503,โคกศรีสุพรรณ,Khok Si Suphan,4715,สกลนคร,Sakon Nakhon,47,3941
47280,แมดนาท่ม,Maet Na Thom,471504,โคกศรีสุพรรณ,Khok Si Suphan,4715,สกลนคร,Sakon Nakhon,47,3942
47290,บ้านเหล่า,Ban Lao,471601,เจริญศิลป์,Charoen Sin,4716,สกลนคร,Sakon Nakhon,47,3943
47290,เจริญศิลป์,Charoen Sin,471602,เจริญศิลป์,Charoen Sin,4716,สกลนคร,Sakon Nakhon,47,3944
47290,ทุ่งแก,Thung Kae,471603,เจริญศิลป์,Charoen Sin,4716,สกลนคร,Sakon Nakhon,47,3945
47290,โคกศิลา,Khok Sila,471604,เจริญศิลป์,Charoen Sin,4716,สกลนคร,Sakon Nakhon,47,3946
47290,หนองแปน,Nong Paen,471605,เจริญศิลป์,Charoen Sin,4716,สกลนคร,Sakon Nakhon,47,3947
47230,บ้านโพน,Ban Phon,471701,โพนนาแก้ว,Phon Na Kaeo,4717,สกลนคร,Sakon Nakhon,47,3948
47230,นาแก้ว,Na Kaeo,471702,โพนนาแก้ว,Phon Na Kaeo,4717,สกลนคร,Sakon Nakhon,47,3949
47230,นาตงวัฒนา,Na Tong Watthana,471703,โพนนาแก้ว,Phon Na Kaeo,4717,สกลนคร,Sakon Nakhon,47,3950
47230,บ้านแป้น,Ban Paen,471704,โพนนาแก้ว,Phon Na Kaeo,4717,สกลนคร,Sakon Nakhon,47,3951
47230,เชียงสือ,Chiang Sue,471705,โพนนาแก้ว,Phon Na Kaeo,4717,สกลนคร,Sakon Nakhon,47,3952
47180,สร้างค้อ,Sang Kho,471801,ภูพาน,Phu Phan,4718,สกลนคร,Sakon Nakhon,47,3953
47180,หลุบเลา,Luplao,471802,ภูพาน,Phu Phan,4718,สกลนคร,Sakon Nakhon,47,3954
47180,โคกภู,Khok Phu,471803,ภูพาน,Phu Phan,4718,สกลนคร,Sakon Nakhon,47,3955
47180,กกปลาซิว,Kok Pla Sio,471804,ภูพาน,Phu Phan,4718,สกลนคร,Sakon Nakhon,47,3956
48000,ในเมือง,Nai Mueang,480101,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3957
48000,นาทราย,Na Sai,480103,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3958
48000,นาราชควาย,Na Ratchakhwai,480104,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3959
48000,กุรุคุ,Kurukhu,480105,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3960
48000,บ้านผึ้ง,Ban Phueng,480106,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3961
48000,อาจสามารถ,At Samat,480107,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3962
48000,ขามเฒ่า,Kham Thao,480108,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3963
48000,บ้านกลาง,Ban Klang,480109,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3964
48000,ท่าค้อ,Tha Kho,480110,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3965
48000,คำเตย,Kham Toei,480111,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3966
48000,หนองญาติ,Nong Yat,480112,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3967
48000,ดงขวาง,Dong Khwang,480113,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3968
48000,วังตามัว,Wang Ta Mua,480114,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3969
48000,โพธิ์ตาก,Pho Tak,480115,เมืองนครพนม,Mueang Nakhon Phanom,4801,นครพนม,Nakhon Phanom,48,3970
48160,ปลาปาก,Pla Pak,480201,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3971
48160,หนองฮี,Nong Hi,480202,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3972
48160,กุตาไก้,Kut Takai,480203,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3973
48160,โคกสว่าง,Khok Sawang,480204,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3974
48160,โคกสูง,Khok Sung,480205,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3975
48160,มหาชัย,Mahachai,480206,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3976
48160,นามะเขือ,Na Makhuea,480207,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3977
48160,หนองเทาใหญ่,Nong Thao Yai,480208,ปลาปาก,Pla Pak,4802,นครพนม,Nakhon Phanom,48,3978
48120,ท่าอุเทน,Tha Uthen,480301,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3979
48120,โนนตาล,Non Tan,480302,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3980
48120,ท่าจำปา,Tha Champa,480303,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3981
48120,ไชยบุรี,Chai Buri,480304,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3982
48120,พนอม,Phanom,480305,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3983
48120,พะทาย,Phathai,480306,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3984
48120,เวินพระบาท,Woen Phrabat,480311,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3985
48120,รามราช,Rammarat,480312,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3986
48120,หนองเทา,Nong Thao,480314,ท่าอุเทน,Tha Uthen,4803,นครพนม,Nakhon Phanom,48,3987
48140,บ้านแพง,Ban Phaeng,480401,บ้านแพง,Ban Phaeng,4804,นครพนม,Nakhon Phanom,48,3988
48140,ไผ่ล้อม,Phai Lom,480402,บ้านแพง,Ban Phaeng,4804,นครพนม,Nakhon Phanom,48,3989
48140,โพนทอง,Phon Thong,480403,บ้านแพง,Ban Phaeng,4804,นครพนม,Nakhon Phanom,48,3990
48140,หนองแวง,Nong Waeng,480404,บ้านแพง,Ban Phaeng,4804,นครพนม,Nakhon Phanom,48,3991
48140,นางัว,Na Ngua,480408,บ้านแพง,Ban Phaeng,4804,นครพนม,Nakhon Phanom,48,3992
48110,ธาตุพนม,That Phanom,480501,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3993
48110,ฝั่งแดง,Fang Daeng,480502,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3994
48110,โพนแพง,Phon Phaeng,480503,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3995
48110,พระกลางทุ่ง,Phra Klang Thung,480504,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3996
48110,นาถ่อน,Na Thon,480505,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3997
48110,แสนพัน,Saen Phan,480506,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3998
48110,ดอนนางหงส์,Don Nang Hong,480507,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,3999
48110,น้ำก่ำ,Nam Kam,480508,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,4000
48110,อุ่มเหม้า,Um Mao,480509,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,4001
48110,นาหนาด,Na Nat,480510,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,4002
48110,กุดฉิม,Kut Chim,480511,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,4003
48110,ธาตุพนมเหนือ,That Phanom Nuea,480512,ธาตุพนม,That Phanom,4805,นครพนม,Nakhon Phanom,48,4004
48170,เรณู,Renu,480601,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4005
48170,โพนทอง,Phon Thong,480602,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4006
48170,ท่าลาด,Tha Lat,480603,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4007
48170,นางาม,Na Ngam,480604,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4008
48170,โคกหินแฮ่,Khok Hin Hae,480605,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4009
48170,หนองย่างชิ้น,Nong Yang Chin,480607,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4010
48170,เรณูใต้,Renu Tai,480608,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4011
48170,นาขาม,Nakham,480609,เรณูนคร,Renu Nakhon,4806,นครพนม,Nakhon Phanom,48,4012
48130,นาแก,Na Kae,480701,นาแก,Na Kae,4807,นครพนม,Nakhon Phanom,48,4013
