postcode,sub_district_TH,sub_district_EN,sub_district_id,district_TH,district_EN,district_id,province_TH,province_EN,province_id,id
10200,พระบรมมหาราชวัง,Phra Borom Maha Ratchawang,100101,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,0
10200,วังบูรพาภิรมย์,Wang Burapha Phirom,100102,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,1
10200,วัดราชบพิธ,Wat Ratchabophit,100103,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,2
10200,สำราญราษฎร์,Samran Rat,100104,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,3
10200,ศาลเจ้าพ่อเสือ,San Chaopho Suea,100105,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,4
10200,เสาชิงช้า,Sao Chingcha,100106,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,5
10200,บวรนิเวศ,Bowon Niwet,100107,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,6
10200,ตลาดยอด,Talat Yot,100108,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,7
10200,ชนะสงคราม,Chana Songkhram,100109,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,8
10200,บ้านพานถม,Ban Phan Thom,100110,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,9
10200,บางขุนพรหม,Bang Khun Phrom,100111,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,10
10200,วัดสามพระยา,Wat Sam Phraya,100112,พระนคร,Phra Nakhon,1001,กรุงเทพมหานคร,Bangkok,10,11
10300,ดุสิต,Dusit,100201,ดุสิต,Dusit,1002,กรุงเทพมหานคร,Bangkok,10,12
10300,วชิรพยาบาล,Wachira Phayaban,100202,ดุสิต,Dusit,1002,กรุงเทพมหานคร,Bangkok,10,13
10300,สวนจิตรลดา,Suan Chit Lada,100203,ดุสิต,Dusit,1002,กรุงเทพมหานคร,Bangkok,10,14
10300,สี่แยกมหานาค,Si Yaek Maha Nak,100204,ดุสิต,Dusit,1002,กรุงเทพมหานคร,Bangkok,10,15
10300,ถนนนครไชยศรี,Thanon Nakhon Chaisi,100206,ดุสิต,Dusit,1002,กรุงเทพมหานคร,Bangkok,10,16
10530,กระทุ่มราย,Krathum Rai,100301,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,17
10530,หนองจอก,Nong Chok,100302,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,18
10530,คลองสิบ,Khlong Sib,100303,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,19
10530,คลองสิบสอง,Khlong Sip Song,100304,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,20
10530,โคกแฝด,Khok Phad,100305,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,21
10530,คู้ฝั่งเหนือ,Khu Fang Nuea,100306,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,22
10530,ลำผักชี,Lam Phak Chi,100307,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,23
10530,ลำต้อยติ่ง,Lam Toiting,100308,หนองจอก,Nong Chok,1003,กรุงเทพมหานคร,Bangkok,10,24
10500,มหาพฤฒาราม,Maha Phruettharam,100401,บางรัก,Bang Rak,1004,กรุงเทพมหานคร,Bangkok,10,25
10500,สีลม,Si Lom,100402,บางรัก,Bang Rak,1004,กรุงเทพมหานคร,Bangkok,10,26
10500,สุริยวงศ์,Suriyawong,100403,บางรัก,Bang Rak,1004,กรุงเทพมหานคร,Bangkok,10,27
10500,บางรัก,Bang Rak,100404,บางรัก,Bang Rak,1004,กรุงเทพมหานคร,Bangkok,10,28
10500,สี่พระยา,Si Phraya,100405,บางรัก,Bang Rak,1004,กรุงเทพมหานคร,Bangkok,10,29
10220,อนุสาวรีย์,Anusawari,100502,บางเขน,Bang Khen,1005,กรุงเทพมหานคร,Bangkok,10,30
10220,ท่าแร้ง,Tha Raeng,100508,บางเขน,Bang Khen,1005,กรุงเทพมหานคร,Bangkok,10,31
10240,คลองจั่น,Khlong Chan,100601,บางกะปิ,Bang Kapi,1006,กรุงเทพมหานคร,Bangkok,10,32
10240,หัวหมาก,Hua Mak,100608,บางกะปิ,Bang Kapi,1006,กรุงเทพมหานคร,Bangkok,10,33
10330,รองเมือง,Rong Mueang,100701,ปทุมวัน,Pathum Wan,1007,กรุงเทพมหานคร,Bangkok,10,34
10330,วังใหม่,Wang Mai,100702,ปทุมวัน,Pathum Wan,1007,กรุงเทพมหานคร,Bangkok,10,35
10330,ปทุมวัน,Pathumwan,100703,ปทุมวัน,Pathum Wan,1007,กรุงเทพมหานคร,Bangkok,10,36
10330,ลุมพินี,Lumpini,100704,ปทุมวัน,Pathum Wan,1007,กรุงเทพมหานคร,Bangkok,10,37
10100,ป้อมปราบ,Pom Prap ,100801,ป้อมปราบศัตรูพ่าย,Pom Prap Sattruphai,1008,กรุงเทพมหานคร,Bangkok,10,38
10100,วัดเทพศิรินทร์,Wat Thep Sirin,100802,ป้อมปราบศัตรูพ่าย,Pom Prap Sattruphai,1008,กรุงเทพมหานคร,Bangkok,10,39
10100,คลองมหานาค,Khlong Maha Nak,100803,ป้อมปราบศัตรูพ่าย,Pom Prap Sattruphai,1008,กรุงเทพมหานคร,Bangkok,10,40
10100,บ้านบาตร,Ban Bat,100804,ป้อมปราบศัตรูพ่าย,Pom Prap Sattruphai,1008,กรุงเทพมหานคร,Bangkok,10,41
10100,วัดโสมนัส,Wat Sommanat,100805,ป้อมปราบศัตรูพ่าย,Pom Prap Sattruphai,1008,กรุงเทพมหานคร,Bangkok,10,42
10260,บางจาก,Bang Chak,100905,พระโขนง,Phra Khanong,1009,กรุงเทพมหานคร,Bangkok,10,43
10510,มีนบุรี,Min Buri,101001,มีนบุรี,Min Buri,1010,กรุงเทพมหานคร,Bangkok,10,44
10510,แสนแสบ,Saen Saep,101002,มีนบุรี,Min Buri,1010,กรุงเทพมหานคร,Bangkok,10,45
10520,ลาดกระบัง,Khet Lat Krabang,101101,ลาดกระบัง,Lat Krabang,1011,กรุงเทพมหานคร,Bangkok,10,46
10520,คลองสองต้นนุ่น,Khlong Song Ton Nun,101102,ลาดกระบัง,Lat Krabang,1011,กรุงเทพมหานคร,Bangkok,10,47
10520,คลองสามประเวศ,Khlong Sam Prawet,101103,ลาดกระบัง,Lat Krabang,1011,กรุงเทพมหานคร,Bangkok,10,48
10520,ลำปลาทิว,Lam Pla Thio,101104,ลาดกระบัง,Lat Krabang,1011,กรุงเทพมหานคร,Bangkok,10,49
10520,ทับยาว,Thap Yao,101105,ลาดกระบัง,Lat Krabang,1011,กรุงเทพมหานคร,Bangkok,10,50
10520,ขุมทอง,Khum Thong,101106,ลาดกระบัง,Lat Krabang,1011,กรุงเทพมหานคร,Bangkok,10,51
10120,ช่องนนทรี,Chong Nonsi,101203,ยานนาวา,Yannawa,1012,กรุงเทพมหานคร,Bangkok,10,52
10120,บางโพงพาง,Bang Phongphang,101204,ยานนาวา,Yannawa,1012,กรุงเทพมหานคร,Bangkok,10,53
10100,จักรวรรดิ,Chakkrawat,101301,สัมพันธวงศ์,Samphanthawong,1013,กรุงเทพมหานคร,Bangkok,10,54
10100,สัมพันธวงศ์,Samphanthawong,101302,สัมพันธวงศ์,Samphanthawong,1013,กรุงเทพมหานคร,Bangkok,10,55
10100,ตลาดน้อย,Talat Noi,101303,สัมพันธวงศ์,Samphanthawong,1013,กรุงเทพมหานคร,Bangkok,10,56
10400,สามเสนใน,Sam Sen Nai,101401,พญาไท,Phaya Thai,1014,กรุงเทพมหานคร,Bangkok,10,57
10600,วัดกัลยาณ์,Wat Kanlaya,101501,ธนบุรี,Thon Buri,1015,กรุงเทพมหานคร,Bangkok,10,58
10600,หิรัญรูจี,Hiran Ruchi,101502,ธนบุรี,Thon Buri,1015,กรุงเทพมหานคร,Bangkok,10,59
10600,บางยี่เรือ,Bang Yi Ruea,101503,ธนบุรี,Thon Buri,1015,กรุงเทพมหานคร,Bangkok,10,60
10600,บุคคโล,Bukkhalo,101504,ธนบุรี,Thon Buri,1015,กรุงเทพมหานคร,Bangkok,10,61
10600,ตลาดพลู,Talat Phlu,101505,ธนบุรี,Thon Buri,1015,กรุงเทพมหานคร,Bangkok,10,62
10600,วัดอรุณ,Wat Arun,101601,บางกอกใหญ่,Bangkok Yai,1016,กรุงเทพมหานคร,Bangkok,10,63
10600,วัดท่าพระ,Wat Tha Phra,101602,บางกอกใหญ่,Bangkok Yai,1016,กรุงเทพมหานคร,Bangkok,10,64
10310,ห้วยขวาง,Huai Khwang,101701,ห้วยขวาง,Huai Khwang,1017,กรุงเทพมหานคร,Bangkok,10,65
10310,บางกะปิ,Bang Kapi,101702,ห้วยขวาง,Huai Khwang,1017,กรุงเทพมหานคร,Bangkok,10,66
10310,สามเสนนอก,Sam Sen Nok,101704,ห้วยขวาง,Huai Khwang,1017,กรุงเทพมหานคร,Bangkok,10,67
10600,สมเด็จเจ้าพระยา,Somdet Chao Phraya,101801,คลองสาน,Khlong San,1018,กรุงเทพมหานคร,Bangkok,10,68
10600,คลองสาน,Khlong San,101802,คลองสาน,Khlong San,1018,กรุงเทพมหานคร,Bangkok,10,69
10600,บางลำภูล่าง,Bang Lamphu Lang,101803,คลองสาน,Khlong San,1018,กรุงเทพมหานคร,Bangkok,10,70
10600,คลองต้นไทร,Khlong Ton Sai,101804,คลองสาน,Khlong San,1018,กรุงเทพมหานคร,Bangkok,10,71
10170,คลองชักพระ,Khlong Chak Phra,101901,ตลิ่งชัน,Taling Chan,1019,กรุงเทพมหานคร,Bangkok,10,72
10170,ตลิ่งชัน,Taling Chan,101902,ตลิ่งชัน,Taling Chan,1019,กรุงเทพมหานคร,Bangkok,10,73
10170,ฉิมพลี,Chimphli,101903,ตลิ่งชัน,Taling Chan,1019,กรุงเทพมหานคร,Bangkok,10,74
10170,บางพรม,Bang Phrom,101904,ตลิ่งชัน,Taling Chan,1019,กรุงเทพมหานคร,Bangkok,10,75
10170,บางระมาด,Bang Ramat,101905,ตลิ่งชัน,Taling Chan,1019,กรุงเทพมหานคร,Bangkok,10,76
10170,บางเชือกหนัง,Bang Chueak Nang,101907,ตลิ่งชัน,Taling Chan,1019,กรุงเทพมหานคร,Bangkok,10,77
10700,ศิริราช,Sirirat,102004,บางกอกน้อย,Bangkok Noi,1020,กรุงเทพมหานคร,Bangkok,10,78
10700,บ้านช่างหล่อ,Ban Chang Lo,102005,บางกอกน้อย,Bangkok Noi,1020,กรุงเทพมหานคร,Bangkok,10,79
10700,บางขุนนนท์,Bang Khun Non,102006,บางกอกน้อย,Bangkok Noi,1020,กรุงเทพมหานคร,Bangkok,10,80
10700,บางขุนศรี,Bang Khun Si,102007,บางกอกน้อย,Bangkok Noi,1020,กรุงเทพมหานคร,Bangkok,10,81
10700,อรุณอมรินทร์,Arun Ammarin,102009,บางกอกน้อย,Bangkok Noi,1020,กรุงเทพมหานคร,Bangkok,10,82
10150,ท่าข้าม,Tha Kham,102105,บางขุนเทียน,Bang Khun Thian,1021,กรุงเทพมหานคร,Bangkok,10,83
10150,แสมดำ,Samae Dam,102107,บางขุนเทียน,Bang Khun Thian,1021,กรุงเทพมหานคร,Bangkok,10,84
10160,บางหว้า,Bang Wa,102201,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,85
10160,บางด้วน,Bang Duan K,102202,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,86
10160,บางจาก,Bang Chak,102206,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,87
10160,บางแวก,Bang Waek,102207,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,88
10160,คลองขวาง,Khlong Khwang,102208,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,89
10160,ปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,102209,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,90
10160,คูหาสวรรค์,Khuha Sawan,102210,ภาษีเจริญ,Phasi Charoen,1022,กรุงเทพมหานคร,Bangkok,10,91
10160,หนองแขม,Nong Khaem,102302,หนองแขม,Nong Khaem,1023,กรุงเทพมหานคร,Bangkok,10,92
10160,หนองค้างพลู,Nong Khang Phlu,102303,หนองแขม,Nong Khaem,1023,กรุงเทพมหานคร,Bangkok,10,93
10140,ราษฎร์บูรณะ,Rat Burana,102401,ราษฎร์บูรณะ,Rat Burana,1024,กรุงเทพมหานคร,Bangkok,10,94
10140,บางปะกอก,Bang Pa Kok,102402,ราษฎร์บูรณะ,Rat Burana,1024,กรุงเทพมหานคร,Bangkok,10,95
10700,บางพลัด,Bang Phlat,102501,บางพลัด,Bang Phlat,1025,กรุงเทพมหานคร,Bangkok,10,96
10700,บางอ้อ,Bang O,102502,บางพลัด,Bang Phlat,1025,กรุงเทพมหานคร,Bangkok,10,97
10700,บางบำหรุ,Bang Bamru,102503,บางพลัด,Bang Phlat,1025,กรุงเทพมหานคร,Bangkok,10,98
10700,บางยี่ขัน,Bang Yi Khan,102504,บางพลัด,Bang Phlat,1025,กรุงเทพมหานคร,Bangkok,10,99
10400,ดินแดง,Din Daeng,102601,ดินแดง,Din Daeng,1026,กรุงเทพมหานคร,Bangkok,10,100
10240,คลองกุ่ม,Khlong Kum,102701,บึงกุ่ม,Bung Kum,1027,กรุงเทพมหานคร,Bangkok,10,101
10120,ทุ่งวัดดอน,Thung Wat Don,102801,สาทร,Sa Thon,1028,กรุงเทพมหานคร,Bangkok,10,102
10120,ยานนาวา,Yan Nawa,102802,สาทร,Sa Thon,1028,กรุงเทพมหานคร,Bangkok,10,103
10120,ทุ่งมหาเมฆ,Thung Maha Mek,102803,สาทร,Sa Thon,1028,กรุงเทพมหานคร,Bangkok,10,104
10800,บางซื่อ,Bang Sue,102901,บางซื่อ,Bang Su,1029,กรุงเทพมหานคร,Bangkok,10,105
10900,ลาดยาว,Lat Yao,103001,จตุจักร,Chatuchak,1030,กรุงเทพมหานคร,Bangkok,10,106
10120,บางคอแหลม,Bang Kho Laem,103101,บางคอแหลม,Bang Kho Laem,1031,กรุงเทพมหานคร,Bangkok,10,107
10120,วัดพระยาไกร,Wat Phraya Krai,103102,บางคอแหลม,Bang Kho Laem,1031,กรุงเทพมหานคร,Bangkok,10,108
10120,บางโคล่,Bang Khlo,103103,บางคอแหลม,Bang Kho Laem,1031,กรุงเทพมหานคร,Bangkok,10,109
10250,ประเวศ,Prawet,103201,ประเวศ,Prawet,1032,กรุงเทพมหานคร,Bangkok,10,110
10250,หนองบอน,Nong Bon,103202,ประเวศ,Prawet,1032,กรุงเทพมหานคร,Bangkok,10,111
10250,ดอกไม้,Dok Mai,103203,ประเวศ,Prawet,1032,กรุงเทพมหานคร,Bangkok,10,112
10110,คลองเตย,Khlong Toei,103301,คลองเตย,Khlong Toei,1033,กรุงเทพมหานคร,Bangkok,10,113
10110,คลองตัน,Khlong Tan,103302,คลองเตย,Khlong Toei,1033,กรุงเทพมหานคร,Bangkok,10,114
10110,พระโขนง,Phra Khanong,103303,คลองเตย,Khlong Toei,1033,กรุงเทพมหานคร,Bangkok,10,115
10250,สวนหลวง,Suan Luang,103401,สวนหลวง,Suan Luang,1034,กรุงเทพมหานคร,Bangkok,10,116
10150,บางขุนเทียน,Bang Khun Thian,103501,จอมทอง,Chom Thong,1035,กรุงเทพมหานคร,Bangkok,10,117
10150,บางค้อ,Bang Kho,103502,จอมทอง,Chom Thong,1035,กรุงเทพมหานคร,Bangkok,10,118
10150,บางมด,Bang Mot,103503,จอมทอง,Chom Thong,1035,กรุงเทพมหานคร,Bangkok,10,119
10150,จอมทอง,Chom Thong,103504,จอมทอง,Chom Thong,1035,กรุงเทพมหานคร,Bangkok,10,120
10210,สีกัน,Si Kan,103602,ดอนเมือง,Don Mueang,1036,กรุงเทพมหานคร,Bangkok,10,121
10400,ทุ่งพญาไท,Thung Phaya Thai,103701,ราชเทวี,Rat Thewi,1037,กรุงเทพมหานคร,Bangkok,10,122
10400,ถนนพญาไท,Thanon Phaya Thai,103702,ราชเทวี,Rat Thewi,1037,กรุงเทพมหานคร,Bangkok,10,123
10400,ถนนเพชรบุรี,Thanon Phetchaburi,103703,ราชเทวี,Rat Thewi,1037,กรุงเทพมหานคร,Bangkok,10,124
10400,มักกะสัน,Makkasan,103704,ราชเทวี,Rat Thewi,1037,กรุงเทพมหานคร,Bangkok,10,125
10230,ลาดพร้าว,Lat Phrao,103801,ลาดพร้าว,Lat Phrao,1038,กรุงเทพมหานคร,Bangkok,10,126
10230,จรเข้บัว,Chorakhe Bua,103802,ลาดพร้าว,Lat Phrao,1038,กรุงเทพมหานคร,Bangkok,10,127
10110,คลองเตยเหนือ,Khlong Toei Nuea,103901,วัฒนา,Watthana,1039,กรุงเทพมหานคร,Bangkok,10,128
10110,คลองตันเหนือ,Khlong Tan Nuea,103902,วัฒนา,Watthana,1039,กรุงเทพมหานคร,Bangkok,10,129
10110,พระโขนงเหนือ,Phra Khanong Nuea,103903,วัฒนา,Watthana,1039,กรุงเทพมหานคร,Bangkok,10,130
10160,บางแค,Bang Khae,104001,บางแค,Bang Khae,1040,กรุงเทพมหานคร,Bangkok,10,131
10160,บางแคเหนือ,Bang Khae Nuea,104002,บางแค,Bang Khae,1040,กรุงเทพมหานคร,Bangkok,10,132
10160,บางไผ่,Bang Phai,104003,บางแค,Bang Khae,1040,กรุงเทพมหานคร,Bangkok,10,133
10160,หลักสอง,Lak Song,104004,บางแค,Bang Khae,1040,กรุงเทพมหานคร,Bangkok,10,134
10210,ทุ่งสองห้อง,Thung Song Hong,104101,หลักสี่,Lak Si,1041,กรุงเทพมหานคร,Bangkok,10,135
10210,ตลาดบางเขน,Talat Bang Khen,104102,หลักสี่,Lak Si,1041,กรุงเทพมหานคร,Bangkok,10,136
10220,สายไหม,Sai Mai,104201,สายไหม,Sai Mai,1042,กรุงเทพมหานคร,Bangkok,10,137
10220,ออเงิน,O Ngoen,104202,สายไหม,Sai Mai,1042,กรุงเทพมหานคร,Bangkok,10,138
10220,คลองถนน,Khlong Thanon,104203,สายไหม,Sai Mai,1042,กรุงเทพมหานคร,Bangkok,10,139
10230,คันนายาว,Khan Na Yao,104301,คันนายาว,Khanna Yao,1043,กรุงเทพมหานคร,Bangkok,10,140
10240,สะพานสูง,Saphan Sung,104401,สะพานสูง,Saphan Sung,1044,กรุงเทพมหานคร,Bangkok,10,141
10310,วังทองหลาง,Wang Thonglang,104501,วังทองหลาง,Wang Thong Lang,1045,กรุงเทพมหานคร,Bangkok,10,142
10510,สามวาตะวันตก,Sam Wa Tawan Tok,104601,คลองสามวา,Khlong Sam Wa,1046,กรุงเทพมหานคร,Bangkok,10,143
10510,สามวาตะวันออก,Sam Wa Tawan Ok,104602,คลองสามวา,Khlong Sam Wa,1046,กรุงเทพมหานคร,Bangkok,10,144
10510,บางชัน,Bang Chan,104603,คลองสามวา,Khlong Sam Wa,1046,กรุงเทพมหานคร,Bangkok,10,145
10510,ทรายกองดิน,Sai Kong Din,104604,คลองสามวา,Khlong Sam Wa,1046,กรุงเทพมหานคร,Bangkok,10,146
10510,ทรายกองดินใต้,Sai Kong Din Tai,104605,คลองสามวา,Khlong Sam Wa,1046,กรุงเทพมหานคร,Bangkok,10,147
10260,บางนา,Bang Na,104701,บางนา,Bang Na,1047,กรุงเทพมหานคร,Bangkok,10,148
10170,ทวีวัฒนา,Thawi Watthana,104801,ทวีวัฒนา,Thawi Watthana,1048,กรุงเทพมหานคร,Bangkok,10,149
10170,ศาลาธรรมสพน์,Sala Thammasop,104802,ทวีวัฒนา,Thawi Watthana,1048,กรุงเทพมหานคร,Bangkok,10,150
10140,บางมด,Bang Mot,104901,ทุ่งครุ,Thung Khu,1049,กรุงเทพมหานคร,Bangkok,10,151
10140,ทุ่งครุ,Thung Khru,104902,ทุ่งครุ,Thung Khu,1049,กรุงเทพมหานคร,Bangkok,10,152
10150,บางบอน,Bang Bon,105001,บางบอน,Bang Bon,1050,กรุงเทพมหานคร,Bangkok,10,153
10270,เทศบาลนครสมุทรปราการ,Samut Prakan,110101,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,154
10270,สำโรงเหนือ,Samrong Nuea,110102,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,155
10270,บางเมือง,Bang Muang,110103,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,156
10280,ท้ายบ้าน,Thai Ban,110104,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,157
10280,ท้ายบ้านใหม่,Thai Ban Mai,110105,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,158
10280,บางปูใหม่,Bang Pu Mai,110108,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,159
10280,แพรกษา,Phraeksa,110110,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,160
10270,บางโปรง,Bang Prong,110111,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,161
10270,เทศบาลบางปู,Bang Pu,110112,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,162
10270,บางด้วน,Bang Duan,110113,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,163
10270,เทศบาลบางเมือง,Bang Mueang Mai,110114,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,164
10270,เทพารักษ์,Thepharak,110115,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,165
10280,แพรกษาใหม่,Phraeksa Mai,110117,เมืองสมุทรปราการ,Mueang Samut Prakan,1101,สมุทรปราการ,Samut Prakarn,11,166
10560,บางบ่อ,Bang Bo,110201,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,167
10560,บ้านระกาศ,Ban Rakat,110202,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,168
10560,บางพลีน้อย,Bang Phli Noi,110203,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,169
10560,บางเพรียง,Bang Phriang,110204,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,170
10550,คลองด่าน,Khlong Dan,110205,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,171
10560,คลองสวน,Khlong Suan,110206,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,172
10560,เปร็ง,Preng,110207,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,173
10560,คลองนิยมยาตรา,คลองนิยมยาตรา,110208,บางบ่อ,Bang Bo,1102,สมุทรปราการ,Samut Prakarn,11,174
10540,บางพลีใหญ่,Bang Phli Yai,110301,บางพลี,Bang Phli,1103,สมุทรปราการ,Samut Prakarn,11,175
10540,บางแก้ว,Bang Kaew,110302,บางพลี,Bang Phli,1103,สมุทรปราการ,Samut Prakarn,11,176
10540,บางปลา,Bang Pla,110303,บางพลี,Bang Phli,1103,สมุทรปราการ,Samut Prakarn,11,177
10540,บางโฉลง,Bang Chalong,110304,บางพลี,Bang Phli,1103,สมุทรปราการ,Samut Prakarn,11,178
10540,ราชาเทวะ,Racha Thewa,110308,บางพลี,Bang Phli,1103,สมุทรปราการ,Samut Prakarn,11,179
10540,หนองปรือ,Nong Prue,110309,บางพลี,Bang Phli,1103,สมุทรปราการ,Samut Prakarn,11,180
10130,เทศบาลเมืองพระประแดง,Talat,110401,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,181
10130,ตลาด,Bang Phueng,110402,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,182
10130,บางจาก,Bang Chak,110403,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,183
10130,บางครุ,Bang Khru,110404,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,184
10130,บางหญ้าแพรก,Bang Ya Phraek,110405,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,185
10130,บางหัวเสือ,Bang Hua Suea,110406,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,186
10130,เทศบาลสำโรงใต้,Samrong Tai,110407,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,187
10130,บางยอ,Bang Yo,110408,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,188
10130,บางกะเจ้า,Bang Kachao,110409,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,189
10130,บางน้ำผึ้ง,Bang Nam Phueng,110410,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,190
10130,บางกระสอบ,Bang Krasop,110411,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,191
10130,บางกอบัว,Bang Ko Bua,110412,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,192
10130,ทรงคนอง,Song Khanong,110413,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,193
10130,สำโรง,Samrong,110414,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,194
10130,สำโรงกลาง,Samrong Klang,110415,พระประแดง,Phra Pradaeng,1104,สมุทรปราการ,Samut Prakarn,11,195
10290,นาเกลือ,Na Kluea,110501,พระสมุทรเจดีย์,Phra Samut Chedi,1105,สมุทรปราการ,Samut Prakarn,11,196
10290,บ้านคลองสวน,Ban Khlong Suan,110502,พระสมุทรเจดีย์,Phra Samut Chedi,1105,สมุทรปราการ,Samut Prakarn,11,197
10290,แหลมฟ้าผ่า,Laem Fa Pha,110503,พระสมุทรเจดีย์,Phra Samut Chedi,1105,สมุทรปราการ,Samut Prakarn,11,198
10290,ปากคลองบางปลากด,Pak Khlong Bang Pla Kot,110504,พระสมุทรเจดีย์,Phra Samut Chedi,1105,สมุทรปราการ,Samut Prakarn,11,199
10290,ในคลองบางปลากด,Nai Khlong Bang Pla Kot,110505,พระสมุทรเจดีย์,Phra Samut Chedi,1105,สมุทรปราการ,Samut Prakarn,11,200
10540,บางเสาธง,Bang Sao Thong,110601,บางเสาธง,Bang Sao Thong,1106,สมุทรปราการ,Samut Prakarn,11,201
10540,ศรีษะจรเข้น้อย,Sisa Chorakhe Noi,110602,บางเสาธง,Bang Sao Thong,1106,สมุทรปราการ,Samut Prakarn,11,202
10540,ศรีษะจรเข้ใหญ่,Sisa Chorakhe Yai,110603,บางเสาธง,Bang Sao Thong,1106,สมุทรปราการ,Samut Prakarn,11,203
11000,สวนใหญ่,Suan Yai,120101,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,204
11000,ตลาดขวัญ,Talat Khwan,120102,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,205
11000,บางเขน,Bang Khen,120103,เมืองนนทบุรี,Mueang Nonthaburi,1201,นนทบุรี,Nonthaburi,12,206
